i,label,score,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
43,6,18.0,2.2166342735290527,2.2166342735290527,2.2166342735290527,2.173754930496216,2.1480350494384766,2.1280670166015625,2.1214423179626465,2.1214423179626465,2.1214423179626465,2.067453384399414,2.052212715148926,2.0304059982299805,2.005862236022949,2.005862236022949,1.9903380870819092,1.9691776037216187,1.936028003692627,1.8910231590270996,1.9078558683395386,1.8894097805023193,1.8894097805023193,1.862041711807251
36,6,19.0,2.25246524810791,2.25246524810791,2.25246524810791,2.204097270965576,2.204097270965576,2.1944799423217773,2.1857829093933105,2.1724631786346436,2.156367778778076,2.140906572341919,2.1330018043518066,2.1330018043518066,2.1330018043518066,2.102196455001831,2.080531120300293,2.072840929031372,2.04628849029541,2.0283422470092773,2.0264954566955566,2.0264954566955566,2.0264954566955566,2.033281087875366
21,1,20.0,2.2757925987243652,2.2757925987243652,2.2757925987243652,2.297363758087158,2.2977864742279053,2.2977864742279053,2.2765071392059326,2.2710673809051514,2.249051809310913,2.244021415710449,2.250624656677246,2.2353732585906982,2.233696937561035,2.227019786834717,2.225001335144043,2.2225329875946045,2.222693920135498,2.2237250804901123,2.2132420539855957,2.2151904106140137,2.2021584510803223,2.202131986618042
7,6,21.0,2.2048516273498535,2.2048516273498535,2.2048516273498535,2.207458734512329,2.1929237842559814,2.18159818649292,2.18159818649292,2.1592626571655273,2.1469671726226807,2.129469394683838,2.11919903755188,2.101255416870117,2.087615489959717,2.0831315517425537,2.0614206790924072,2.050797700881958,2.026158094406128,2.004765748977661,2.0019760131835938,1.987939715385437,2.00075626373291,1.9892817735671997
11,0,22.0,2.290416955947876,2.290416955947876,2.290416955947876,2.1505229473114014,2.1505229473114014,2.118675947189331,2.118675947189331,2.118675947189331,2.078909397125244,2.0460357666015625,2.010035514831543,1.992393970489502,1.9643841981887817,1.9478950500488281,1.9308656454086304,1.8900883197784424,1.8613041639328003,1.8364841938018799,1.802809238433838,1.7566466331481934,1.6961745023727417,1.6892956495285034
61,7,23.0,2.31835675239563,2.31835675239563,2.31835675239563,2.318814754486084,2.318814754486084,2.3125503063201904,2.3125503063201904,2.3125503063201904,2.3125503063201904,2.3125503063201904,2.3125503063201904,2.3125503063201904,2.3125503063201904,2.3125503063201904,2.3125503063201904,2.3125503063201904,2.1839773654937744,2.1839773654937744,2.1839773654937744,2.1839773654937744,2.1839773654937744,2.1839773654937744
51,1,24.0,2.353334426879883,2.353334426879883,2.353334426879883,2.373945951461792,2.3784282207489014,2.3694369792938232,2.369532585144043,2.347658157348633,2.3362371921539307,2.324432134628296,2.3330583572387695,2.3159444332122803,2.3136210441589355,2.309329032897949,2.302445411682129,2.3066699504852295,2.296353578567505,2.306767225265503,2.306767225265503,2.2953696250915527,2.2885260581970215,2.2720673084259033
49,9,25.0,2.282111644744873,2.282111644744873,2.282111644744873,2.2258527278900146,2.2175121307373047,2.1991868019104004,2.1789908409118652,2.17677903175354,2.1718215942382812,2.162637948989868,2.1607248783111572,2.1368472576141357,2.1303346157073975,2.115922689437866,2.1078855991363525,2.0917887687683105,2.0632553100585938,2.013063907623291,1.9990243911743164,1.9893628358840942,1.947629451751709,1.9178565740585327
12,7,26.0,2.3208322525024414,2.3208322525024414,2.3208322525024414,2.3332862854003906,2.324024200439453,2.306483030319214,2.2908620834350586,2.2783334255218506,2.2557013034820557,2.245377540588379,2.2256462574005127,2.2075819969177246,2.2075819969177246,2.1926894187927246,2.179473876953125,2.1567862033843994,2.131831645965576,2.1188857555389404,2.105214834213257,2.0855162143707275,2.083008289337158,2.054572582244873
19,7,27.0,2.390725612640381,2.390725612640381,2.390725612640381,2.417682647705078,2.3927648067474365,2.3927648067474365,2.373117685317993,2.349148988723755,2.3257906436920166,2.3147828578948975,2.3005518913269043,2.2771408557891846,2.260939598083496,2.2359323501586914,2.228348731994629,2.1962363719940186,2.180900812149048,2.1499814987182617,2.113434076309204,2.11702299118042,2.111740827560425,2.0938003063201904
20,8,28.0,2.2404816150665283,2.2404816150665283,2.2404816150665283,2.0652506351470947,2.0652506351470947,2.0369043350219727,2.04028582572937,2.0465099811553955,2.054280996322632,2.048942804336548,2.0474131107330322,2.06087327003479,2.056450605392456,2.0468802452087402,2.037194013595581,2.0555007457733154,2.074939489364624,2.071561813354492,2.0746030807495117,2.0585765838623047,2.0390703678131104,2.076266050338745
41,3,29.0,2.2403478622436523,2.2403478622436523,2.2403478622436523,2.1838483810424805,2.1838483810424805,2.147211790084839,2.1015384197235107,2.087446928024292,2.0737109184265137,2.0428788661956787,2.026313543319702,1.9974644184112549,1.9687927961349487,1.9413355588912964,1.879928708076477,1.8576416969299316,1.7950493097305298,1.7763233184814453,1.7367651462554932,1.7017428874969482,1.6589746475219727,1.5941606760025024
24,1,30.0,2.273995876312256,2.273995876312256,2.273995876312256,2.2763845920562744,2.2776591777801514,2.2776591777801514,2.2673768997192383,2.249910831451416,2.226541042327881,2.224148750305176,2.225729465484619,2.209554433822632,2.203923463821411,2.194024085998535,2.187879800796509,2.186004161834717,2.177300214767456,2.17842173576355,2.161679267883301,2.161564588546753,2.1494691371917725,2.138125419616699
44,7,31.0,2.3681585788726807,2.3681585788726807,2.3681585788726807,2.400367498397827,2.3913114070892334,2.3792572021484375,2.365535020828247,2.347001791000366,2.3342795372009277,2.3183071613311768,2.30574369430542,2.2782859802246094,2.273789167404175,2.259732246398926,2.2436702251434326,2.2190797328948975,2.2025468349456787,2.171663761138916,2.1515188217163086,2.1362617015838623,2.1266403198242188,2.1012697219848633
60,4,32.0,2.2856736183166504,2.2856736183166504,2.2856736183166504,2.2856736183166504,2.2856736183166504,2.2856736183166504,2.2856736183166504,2.2856736183166504,2.340601682662964,2.3523592948913574,2.3348848819732666,2.3531649112701416,2.3529458045959473,2.3529458045959473,2.3529458045959473,2.3529458045959473,2.3529458045959473,2.3529458045959473,2.3529458045959473,2.3529458045959473,2.3529458045959473,2.3529458045959473
28,7,33.0,2.3394453525543213,2.3394453525543213,2.3394453525543213,2.3730404376983643,2.366368055343628,2.348273515701294,2.3358535766601562,2.3232955932617188,2.3068430423736572,2.2938404083251953,2.2838358879089355,2.2580864429473877,2.24891996383667,2.232532262802124,2.2269628047943115,2.2054896354675293,2.1816365718841553,2.162670135498047,2.146231174468994,2.1327474117279053,2.117004156112671,2.103468894958496
33,3,34.0,2.2720775604248047,2.2720775604248047,2.2720775604248047,2.2503514289855957,2.2288930416107178,2.2074525356292725,2.1765213012695312,2.14605450630188,2.139958620071411,2.1089096069335938,2.1089096069335938,2.0680222511291504,2.0393381118774414,2.012035846710205,1.9733915328979492,1.9422760009765625,1.9151655435562134,1.8779035806655884,1.8779035806655884,1.8282667398452759,1.795994520187378,1.7456676959991455
31,3,35.0,2.2765953540802,2.2765953540802,2.2765953540802,2.237929105758667,2.216615676879883,2.1964197158813477,2.1662333011627197,2.1469268798828125,2.136202812194824,2.1078169345855713,2.0974652767181396,2.070570945739746,2.0464468002319336,2.009340763092041,1.9853323698043823,1.9323532581329346,1.9267470836639404,1.8895334005355835,1.8570603132247925,1.82466459274292,1.7909529209136963,1.7339978218078613
313,2,36.0,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711,2.393026351928711
39,0,37.0,2.184272527694702,2.1665573120117188,2.099903106689453,2.086940288543701,2.0778589248657227,2.061100721359253,2.04599928855896,2.044243335723877,2.023211717605591,1.9990681409835815,1.9800654649734497,1.9637542963027954,1.9307618141174316,1.9307618141174316,1.9106906652450562,1.875159502029419,1.8617533445358276,1.839086890220642,1.8121724128723145,1.780390739440918,1.77168869972229,1.73842453956604
38,3,38.0,2.255890130996704,2.255890130996704,2.255890130996704,2.2141685485839844,2.2141685485839844,2.1878883838653564,2.1630163192749023,2.135800361633301,2.125922441482544,2.1079952716827393,2.0815417766571045,2.051661968231201,2.0233397483825684,1.9829089641571045,1.9571223258972168,1.9230105876922607,1.8922542333602905,1.8538408279418945,1.816589117050171,1.7841732501983643,1.7447881698608398,1.7127580642700195
8,3,39.0,2.3038060665130615,2.3038060665130615,2.3038060665130615,2.279611110687256,2.2583048343658447,2.2126593589782715,2.195362091064453,2.1795356273651123,2.1743381023406982,2.150007486343384,2.1363821029663086,2.1106457710266113,2.0722854137420654,2.0529868602752686,2.0127909183502197,1.9990414381027222,1.953932523727417,1.9422529935836792,1.90401291847229,1.8789939880371094,1.8510836362838745,1.8144090175628662
439,2,40.0,2.2365124225616455,2.2365124225616455,2.2365124225616455,2.2365124225616455,2.2365124225616455,2.2365124225616455,2.2365124225616455,2.2365124225616455,2.2365124225616455,2.2865607738494873,2.2825965881347656,2.290288209915161,2.2824995517730713,2.2824995517730713,2.2824995517730713,2.2892863750457764,2.2892863750457764,2.303201913833618,2.303201913833618,2.273695468902588,2.271854877471924,2.2700374126434326
3,8,41.0,2.3639557361602783,2.3639557361602783,2.3639557361602783,2.2510461807250977,2.2373201847076416,2.235684633255005,2.243770122528076,2.243770122528076,2.2590272426605225,2.2523138523101807,2.2553136348724365,2.2616119384765625,2.267836093902588,2.2622365951538086,2.2547149658203125,2.2693753242492676,2.290219306945801,2.290219306945801,2.3030319213867188,2.3100695610046387,2.2885091304779053,2.3265089988708496
9,1,42.0,2.3310413360595703,2.3310413360595703,2.3310413360595703,2.315397262573242,2.313673496246338,2.304136276245117,2.301093578338623,2.2827391624450684,2.2753496170043945,2.264033079147339,2.2638230323791504,2.250706195831299,2.246782064437866,2.2379446029663086,2.2314114570617676,2.2272119522094727,2.219680070877075,2.2279274463653564,2.2081973552703857,2.20365571975708,2.1917271614074707,2.1917271614074707
26,6,43.0,2.248640298843384,2.248640298843384,2.248640298843384,2.2084219455718994,2.189558744430542,2.171373128890991,2.163609504699707,2.14788818359375,2.1313605308532715,2.1313605308532715,2.105266571044922,2.0857067108154297,2.0623228549957275,2.0590016841888428,2.0451600551605225,2.0251808166503906,2.0251808166503906,2.0251808166503906,2.0251808166503906,2.0251808166503906,1.9793692827224731,1.9554789066314697
56,9,44.0,2.215120553970337,2.215120553970337,2.215120553970337,2.214158535003662,2.214158535003662,2.198453664779663,2.198453664779663,2.198453664779663,2.198453664779663,2.1752121448516846,2.183706521987915,2.183706521987915,2.157097578048706,2.157097578048706,2.138864517211914,2.1368653774261475,2.112001657485962,2.072155237197876,2.0719923973083496,2.0719923973083496,2.0719923973083496,2.0002377033233643
29,7,45.0,2.3634192943573,2.3634192943573,2.3634192943573,2.4063198566436768,2.4006922245025635,2.386669158935547,2.3702473640441895,2.353070020675659,2.353070020675659,2.3349475860595703,2.3349475860595703,2.3123443126678467,2.3039557933807373,2.2893545627593994,2.2839925289154053,2.2839925289154053,2.250697374343872,2.232211112976074,2.2179605960845947,2.2131903171539307,2.2044055461883545,2.2044055461883545
436,9,46.0,2.3326897621154785,2.3326897621154785,2.3326897621154785,2.3326897621154785,2.3326897621154785,2.3326897621154785,2.3326897621154785,2.3326897621154785,2.2687196731567383,2.2687196731567383,2.2623305320739746,2.255300521850586,2.2486026287078857,2.2415857315063477,2.2392287254333496,2.2319698333740234,2.2167887687683105,2.181572675704956,2.181572675704956,2.1731443405151367,2.1524882316589355,2.1351752281188965
390,1,47.0,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643,2.3094418048858643
55,9,48.0,2.2933895587921143,2.2933895587921143,2.2933895587921143,2.2933895587921143,2.2933895587921143,2.2933895587921143,2.2933895587921143,2.1871182918548584,2.183802604675293,2.1719603538513184,2.1663243770599365,2.1482160091400146,2.1378042697906494,2.1104652881622314,2.1104652881622314,2.103846549987793,2.083700656890869,2.0451338291168213,2.0451338291168213,2.0061755180358887,1.9953378438949585,1.9628760814666748
13,9,49.0,2.241650342941284,2.241650342941284,2.241650342941284,2.176347255706787,2.1755483150482178,2.1564114093780518,2.140058755874634,2.1320533752441406,2.130246639251709,2.1292929649353027,2.1293957233428955,2.1037890911102295,2.099191188812256,2.0863234996795654,2.0832056999206543,2.0767312049865723,2.058000087738037,2.026700258255005,2.019299268722534,1.9938960075378418,1.9611365795135498,1.9371546506881714
309,7,50.0,2.303147315979004,2.303147315979004,2.303147315979004,2.303147315979004,2.303147315979004,2.303147315979004,2.303147315979004,2.303147315979004,2.303147315979004,2.303147315979004,2.255664110183716,2.232783317565918,2.232783317565918,2.232783317565918,2.232783317565918,2.191359043121338,2.1721110343933105,2.1721110343933105,2.1721110343933105,2.1721110343933105,2.1721110343933105,2.1721110343933105
435,5,51.0,2.267120599746704,2.267120599746704,2.267120599746704,2.267120599746704,2.267120599746704,2.2965729236602783,2.303985357284546,2.303985357284546,2.303985357284546,2.3061087131500244,2.3087401390075684,2.3177638053894043,2.319851875305176,2.319851875305176,2.319851875305176,2.3367421627044678,2.3511364459991455,2.3511364459991455,2.368800163269043,2.3599629402160645,2.35992693901062,2.35992693901062
420,1,52.0,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047,2.3412914276123047
515,0,53.0,2.259126901626587,2.144680976867676,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514,2.1133525371551514
242,7,54.0,2.3278393745422363,2.3278393745422363,2.3278393745422363,2.3278393745422363,2.3278393745422363,2.3278393745422363,2.3278393745422363,2.3278393745422363,2.3278393745422363,2.3278393745422363,2.2418675422668457,2.2418675422668457,2.215245485305786,2.215245485305786,2.215245485305786,2.215245485305786,2.215245485305786,2.215245485305786,2.215245485305786,2.215245485305786,2.215245485305786,2.215245485305786
80,0,55.0,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285,2.2449822425842285
425,1,,2.2882797718048096,2.2882797718048096,2.2882797718048096,2.2882797718048096,2.2882797718048096,2.2882797718048096,2.271963596343994,2.247680902481079,2.247680902481079,2.247680902481079,2.247680902481079,2.247680902481079,2.247680902481079,2.247680902481079,2.247680902481079,2.247680902481079,2.247680902481079,2.247680902481079,2.247680902481079,2.247680902481079,2.1586806774139404,2.1360228061676025
453,4,,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416,2.2573397159576416
531,6,,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137,2.2051806449890137
345,8,,2.11822772026062,2.1141605377197266,2.032195806503296,1.9569810628890991,1.9569810628890991,1.9569810628890991,1.9569810628890991,1.9569810628890991,1.9569810628890991,1.9569810628890991,1.9569810628890991,1.9569810628890991,1.9569810628890991,1.9569810628890991,1.9569810628890991,1.9569810628890991,1.9569810628890991,1.9569810628890991,1.9931578636169434,1.9931578636169434,1.9931578636169434,1.9931578636169434
149,3,,2.1928155422210693,2.1894867420196533,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465,2.1860175132751465
157,3,,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.232470750808716,2.08931040763855,2.08931040763855,2.08931040763855,2.08931040763855
482,0,,2.179838180541992,2.16145396232605,2.1142919063568115,2.1142919063568115,2.1142919063568115,2.1142919063568115,2.1142919063568115,2.1142919063568115,2.1142919063568115,2.1142919063568115,2.1142919063568115,2.1142919063568115,2.1142919063568115,2.1142919063568115,2.1142919063568115,2.1142919063568115,2.1142919063568115,2.1142919063568115,1.7046830654144287,1.7046830654144287,1.7046830654144287,1.7046830654144287
261,2,,2.1950268745422363,2.1820318698883057,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506,2.197640895843506
109,9,,2.1730358600616455,2.0986595153808594,2.0863876342773438,2.076894998550415,2.076894998550415,2.076894998550415,2.041560173034668,2.041560173034668,2.041560173034668,2.041560173034668,2.0226223468780518,2.0226223468780518,1.9862462282180786,1.9862462282180786,1.9862462282180786,1.9862462282180786,1.9405605792999268,1.9405605792999268,1.9405605792999268,1.9405605792999268,1.9405605792999268,1.9405605792999268
65,7,,2.354917287826538,2.354917287826538,2.354917287826538,2.354917287826538,2.354917287826538,2.354917287826538,2.354917287826538,2.354917287826538,2.354917287826538,2.354917287826538,2.354917287826538,2.354917287826538,2.354917287826538,2.3409533500671387,2.337517738342285,2.337517738342285,2.315375804901123,2.2930877208709717,2.2930877208709717,2.2930877208709717,2.2930877208709717,2.2930877208709717
254,6,,2.1436285972595215,2.1448352336883545,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467,2.1358306407928467
413,5,,2.2940354347229004,2.2940354347229004,2.2940354347229004,2.2940354347229004,2.2940354347229004,2.2940354347229004,2.3456215858459473,2.3456215858459473,2.3456215858459473,2.3456215858459473,2.3456215858459473,2.3456215858459473,2.3456215858459473,2.3456215858459473,2.3456215858459473,2.3456215858459473,2.3456215858459473,2.3456215858459473,2.489797830581665,2.489797830581665,2.489797830581665,2.489797830581665
201,4,,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143,2.2938778400421143
437,2,,2.433147668838501,2.433147668838501,2.433147668838501,2.433147668838501,2.4388222694396973,2.4512717723846436,2.4378502368927,2.440166473388672,2.440166473388672,2.440166473388672,2.44620418548584,2.4530234336853027,2.453488826751709,2.4391446113586426,2.443474769592285,2.443474769592285,2.4476993083953857,2.459728717803955,2.459728717803955,2.436910390853882,2.423370599746704,2.423370599746704
